segment,count,mean,std,mae,rmse,r2
1907_1908,1000,36.0,29.0,13.102304875591374,18.092034086990918,0.10507930232571316
1908_1909,1013,78.0,44.0,25.520410619995406,33.711705044809804,0.23511920939778663
1909_1713,1031,109.0,41.0,19.14499655939991,25.147754785653053,0.4067457154411158
191_819,1375,83.0,37.0,26.946993718455957,33.50508785645009,-0.014721550075088352
1911_1805,23,146.0,67.0,53.15312958372581,63.20850952702075,-0.8340558922920414
1911_1913,982,86.0,36.0,25.879881038717716,32.161197995797956,0.13908328592497898
1911_802,369,77.0,36.0,27.325145304350535,33.92053152969205,0.08700580667719815
1912_1895,373,31.0,15.0,10.361303477260197,12.637826595062812,0.06944271959840898
1913_1914,985,31.0,15.0,8.865906379018694,10.612171018712436,0.06498185408272283
1914_1805,981,28.0,11.0,8.444864868362377,9.635968636047913,0.019232319176171075
192_795,1488,52.0,19.0,11.424402721197723,14.802808961565406,0.12611413542350414
192_819,14,24.0,17.0,3.950985155594222,6.830434325703656,-0.0691391655839062
193_138,452,79.0,33.0,20.348191105746235,26.56704137428861,0.18299238747583346
1934_1935,482,99.0,44.0,30.480818305409883,37.92730063101359,0.04963264012156188
1934_2310,1708,165.0,64.0,36.801282566227826,47.655006694015036,0.3474363265281547
1934_2385,415,206.0,76.0,48.68153651879193,62.086268842654825,0.3518583207592637
1935_1937,1439,150.0,55.0,36.74112988019551,46.11717791073121,0.17537948560491012
1937_1938,1423,51.0,17.0,10.566169954561266,13.65633905651144,-0.043294239458203654
1938_1939,1442,83.0,30.0,16.204479646932462,21.339494946170685,0.19200112130050284
1939_1940,1438,90.0,35.0,21.486933000528218,26.659230737167384,0.2652482582519128
194_195,1421,85.0,37.0,27.087910623064435,32.455477301767566,0.024244580879991928
1940_1941,1436,39.0,16.0,11.210142968767778,13.713171319448218,0.12370709465857077
1941_1942,962,76.0,27.0,17.727024580085907,22.6577499644883,0.15610121071705285
1941_4516,477,153.0,54.0,22.72804697180764,28.76331478488607,0.24656155949131264
1942_1943,950,53.0,21.0,11.569518327588863,15.494927836260032,0.12077885833206159
1943_1944,934,57.0,67.0,16.228514589071683,26.004603763143923,0.026315640947305763
1944_1945,943,116.0,75.0,36.91282301575169,51.53057218673868,0.24681309934194695
1945_1946,961,66.0,20.0,10.970636040858409,14.072961501132067,0.03647072356917713
1946_1947,1085,29.0,17.0,11.552135143602406,13.617942531475359,0.07070516485168565
1947_1948,498,90.0,46.0,21.247770464866576,27.877814023670556,0.13224562010219076
1947_2642,575,124.0,42.0,27.492519496738385,34.364963965594136,0.12321814171968937
1948_1949,644,42.0,32.0,14.863683982486313,20.92736950522158,0.16443211601827634
1949_1950,633,49.0,45.0,17.12049772258689,23.70676605792492,0.1412160425627743
195_196,1936,37.0,27.0,12.304734040648341,16.785738181017713,0.04350675915693758
1950_1951,650,96.0,41.0,25.19097419783005,32.48511991362739,0.25269562093628095
1951_1952,642,23.0,12.0,8.719739203644863,9.836615399692258,0.06310701551526288
1952_1953,645,22.0,10.0,5.354202068009227,7.376632025418667,0.11458544537993964
1953_1954,649,32.0,16.0,12.204966473349824,14.772868414726846,0.118718761180303
1954_1955,647,29.0,15.0,10.23167995196025,11.969694391492766,0.08180056725382234
1955_1956,654,60.0,25.0,18.679300960401555,22.33968809237512,0.04461890785503975
1956_1957,647,34.0,18.0,10.747210379381873,13.439305642428408,0.1370097563714271
1956_2109,5,334.0,224.0,160.61564060648863,162.46870170783194,-25.738329654202264
1957_1958,645,15.0,7.0,3.4947846769716495,4.827658290390935,0.09492271297309252
1958_1959,648,80.0,38.0,21.264767003757193,25.648674206555647,0.012858625770649224
1959_1960,651,41.0,14.0,10.133417873971098,12.004519630327982,0.12991177997070946
196_197,1974,35.0,54.0,12.165109902240646,18.40022330849924,0.12820032167573459
1960_4379,649,107.0,37.0,17.086246042622456,21.187248031346414,0.06646674116884421
1963_4549,378,25.0,18.0,11.014252917434549,12.659250094734455,0.018208765105692692
1964_4674,379,67.0,25.0,11.801813796412594,15.433352190361525,0.010915432038580364
