hour,count,mean,std,mae,rmse,r2
4,13,36.0,22.0,9.132616931831,10.915104596095373,0.7375781754544002
5,567,46.0,51.0,13.61474706137002,31.84338744711299,0.6109773908517717
6,5086,46.0,42.0,12.988715525695874,26.53619246208118,0.5959655992229895
7,16539,48.0,41.0,14.245376498877699,29.66262267924171,0.48887586583980847
8,23683,51.0,48.0,14.83883297352129,31.69066006709192,0.5563988247257596
9,27442,57.0,61.0,16.361115973429687,40.517558523453175,0.551924352807559
10,30255,60.0,53.0,17.484593170324285,34.26419925809043,0.5780117176671546
11,31823,65.0,65.0,19.238613628203417,40.08045877811307,0.6150646271979392
12,34705,68.0,58.0,19.322724284893813,33.910434306211044,0.6546177603999266
13,34994,68.0,59.0,19.521896159967973,35.24654197114127,0.6420484407758164
14,37290,68.0,59.0,19.17588283158239,34.695612820504444,0.6588456197110242
15,35804,65.0,54.0,18.177353246253357,32.12685216597088,0.6452407019902879
16,37210,66.0,61.0,18.37782072779614,33.393748149093206,0.6969212693162279
17,37749,66.0,62.0,18.626894862306386,36.24573679572721,0.6563981314312279
18,37085,64.0,55.0,17.326978397379893,30.397776275954016,0.6967254027368095
19,33796,63.0,59.0,17.752832734568816,38.148437693971374,0.5850615291886391
20,28208,59.0,54.0,16.3383981887215,32.177533983049706,0.6451684909454388
21,28972,55.0,51.0,15.517132144242192,32.3801310675521,0.5973233424493372
22,28263,51.0,53.0,14.741557777623987,32.79788426001436,0.6152779255714027
23,25788,48.0,44.0,13.969463202858078,26.96411720461516,0.6296253148740243
0,2511,45.0,33.0,11.866309815128147,21.078481423567652,0.5817148127638405
1,10,38.0,35.0,27.828899030286806,42.57748155699826,-0.6417100772807784
