record_date,rain,temp,rhum,msl
2018-01-01 00:00:00,0.0,4.6,82,991.0
2018-01-01 01:00:00,0.1,4.7,81,991.1
2018-01-01 02:00:00,0.0,4.8,81,991.1
2018-01-01 03:00:00,0.0,4.9,82,990.7
2018-01-01 04:00:00,0.0,5.3,81,990.3
2018-01-01 05:00:00,0.0,5.1,80,990.0
2018-01-01 06:00:00,0.0,5.0,80,990.9
2018-01-01 07:00:00,0.0,4.6,82,991.2
2018-01-01 08:00:00,0.0,4.3,84,991.8
2018-01-01 09:00:00,0.0,4.5,83,992.4
2018-01-01 10:00:00,0.0,5.6,79,992.9
2018-01-01 11:00:00,0.0,6.7,77,994.1
2018-01-01 12:00:00,0.0,7.5,73,994.8
2018-01-01 13:00:00,0.2,7.3,78,996.1
2018-01-01 14:00:00,0.1,6.4,81,998.3
2018-01-01 15:00:00,0.0,7.3,75,1000.1
2018-01-01 16:00:00,0.0,6.7,74,1001.9
2018-01-01 17:00:00,0.0,6.1,78,1003.6
2018-01-01 18:00:00,0.0,5.7,81,1004.9
2018-01-01 19:00:00,0.0,5.7,81,1006.2
2018-01-01 20:00:00,0.0,5.0,79,1007.4
2018-01-01 21:00:00,0.0,4.2,79,1007.8
2018-01-01 22:00:00,0.0,3.7,78,1008.5
2018-01-01 23:00:00,0.0,3.6,79,1008.8
2018-01-02 00:00:00,0.0,3.8,76,1008.9
2018-01-02 01:00:00,0.0,4.1,73,1008.5
2018-01-02 02:00:00,0.0,4.5,72,1008.2
2018-01-02 03:00:00,0.0,4.6,72,1007.6
2018-01-02 04:00:00,0.0,4.8,73,1005.8
2018-01-02 05:00:00,0.0,5.2,76,1004.6
2018-01-02 06:00:00,0.5,5.8,87,1003.3
2018-01-02 07:00:00,0.8,6.4,89,999.8
2018-01-02 08:00:00,0.1,8.3,83,998.8
2018-01-02 09:00:00,0.5,8.9,88,998.1
2018-01-02 10:00:00,0.0,9.0,86,997.9
2018-01-02 11:00:00,0.0,9.9,82,997.8
2018-01-02 12:00:00,0.0,10.0,78,998.0
2018-01-02 13:00:00,0.0,10.2,76,997.1
2018-01-02 14:00:00,0.0,9.8,78,996.9
2018-01-02 15:00:00,0.7,8.9,85,995.2
2018-01-02 16:00:00,1.3,8.3,90,992.3
2018-01-02 17:00:00,0.4,8.2,90,988.8
2018-01-02 18:00:00,0.4,9.6,86,984.0
2018-01-02 19:00:00,0.0,11.0,73,982.5
2018-01-02 20:00:00,0.0,9.4,72,983.2
2018-01-02 21:00:00,0.0,8.6,70,983.4
2018-01-02 22:00:00,0.3,6.8,82,983.6
2018-01-02 23:00:00,0.6,5.7,85,984.1
2018-01-03 00:00:00,0.6,5.1,83,985.1
2018-01-03 01:00:00,0.0,5.3,78,985.7
2018-01-03 02:00:00,0.0,5.4,83,986.1
2018-01-03 03:00:00,0.3,5.8,84,987.1
2018-01-03 04:00:00,0.8,5.3,86,988.4
2018-01-03 05:00:00,0.0,4.9,85,989.3
2018-01-03 06:00:00,0.1,6.0,87,989.9
2018-01-03 07:00:00,0.2,6.5,81,991.2
2018-01-03 08:00:00,0.0,7.1,78,992.4
2018-01-03 09:00:00,0.1,6.7,80,993.4
2018-01-03 10:00:00,0.0,6.7,77,994.5
2018-01-03 11:00:00,0.1,6.9,80,995.8
2018-01-03 12:00:00,0.2,7.1,85,996.2
2018-01-03 13:00:00,0.8,7.5,82,996.2
2018-01-03 14:00:00,0.2,8.1,76,996.2
2018-01-03 15:00:00,0.0,8.0,76,996.0
2018-01-03 16:00:00,0.0,8.1,75,996.3
2018-01-03 17:00:00,0.0,8.1,75,996.9
2018-01-03 18:00:00,0.0,7.8,76,997.1
2018-01-03 19:00:00,0.0,7.3,79,997.3
2018-01-03 20:00:00,0.0,7.2,78,996.8
2018-01-03 21:00:00,0.0,6.9,76,996.4
2018-01-03 22:00:00,0.0,6.2,78,996.4
2018-01-03 23:00:00,0.0,6.3,80,996.2
2018-01-04 00:00:00,0.0,6.6,81,996.4
2018-01-04 01:00:00,0.0,6.7,81,995.0
2018-01-04 02:00:00,0.5,5.5,85,994.5
2018-01-04 03:00:00,2.0,4.6,92,992.9
2018-01-04 04:00:00,3.7,4.5,93,991.4
2018-01-04 05:00:00,0.7,4.2,94,988.7
2018-01-04 06:00:00,1.4,4.8,94,985.8
2018-01-04 07:00:00,0.5,5.9,93,984.8
2018-01-04 08:00:00,0.1,8.0,95,983.3
2018-01-04 09:00:00,0.0,9.5,84,982.8
2018-01-04 10:00:00,0.2,9.5,85,983.2
2018-01-04 11:00:00,0.3,5.6,84,987.1
2018-01-04 12:00:00,0.0,4.6,84,989.1
2018-01-04 13:00:00,0.0,6.0,82,990.3
2018-01-04 14:00:00,0.0,6.6,77,991.3
2018-01-04 15:00:00,0.0,6.6,74,991.6
2018-01-04 16:00:00,0.0,6.1,77,992.1
2018-01-04 17:00:00,0.0,5.5,82,992.1
2018-01-04 18:00:00,0.0,5.4,81,991.9
2018-01-04 19:00:00,0.0,5.0,82,991.2
2018-01-04 20:00:00,0.0,4.6,84,992.0
2018-01-04 21:00:00,0.0,4.5,85,991.6
2018-01-04 22:00:00,0.0,4.7,84,991.7
2018-01-04 23:00:00,0.0,4.6,83,991.2
2018-01-05 00:00:00,0.0,3.4,88,990.7
2018-01-05 01:00:00,0.0,2.8,93,989.8
2018-01-05 02:00:00,0.0,2.7,92,989.5
2018-01-05 03:00:00,0.0,3.3,90,989.5
2018-01-05 04:00:00,0.0,3.4,88,989.1
2018-01-05 05:00:00,0.0,2.5,92,989.4
2018-01-05 06:00:00,0.0,1.8,93,989.4
2018-01-05 07:00:00,0.0,1.6,94,989.8
2018-01-05 08:00:00,0.0,1.7,93,990.4
2018-01-05 09:00:00,0.0,2.1,93,990.9
2018-01-05 10:00:00,0.0,2.0,93,991.2
2018-01-05 11:00:00,0.0,2.6,91,991.7
2018-01-05 12:00:00,0.0,4.5,82,991.6
2018-01-05 13:00:00,0.0,6.2,71,991.7
2018-01-05 14:00:00,0.0,6.4,72,991.8
2018-01-05 15:00:00,0.0,5.9,75,992.0
2018-01-05 16:00:00,0.0,4.9,80,992.5
2018-01-05 17:00:00,0.0,3.5,85,993.2
2018-01-05 18:00:00,0.0,3.2,87,994.1
2018-01-05 19:00:00,0.0,2.9,86,995.1
2018-01-05 20:00:00,0.0,2.1,89,996.3
2018-01-05 21:00:00,0.0,0.8,91,997.6
2018-01-05 22:00:00,0.0,0.6,94,998.8
2018-01-05 23:00:00,0.0,0.7,95,1000.1
2018-01-06 00:00:00,0.0,0.3,94,1001.4
2018-01-06 01:00:00,0.0,0.3,95,1002.5
2018-01-06 02:00:00,0.0,0.4,94,1003.5
2018-01-06 03:00:00,0.0,1.6,97,1004.9
2018-01-06 04:00:00,0.0,4.5,84,1005.9
2018-01-06 05:00:00,0.0,5.5,79,1007.0
2018-01-06 06:00:00,0.0,6.0,74,1008.4
2018-01-06 07:00:00,0.0,6.1,71,1009.9
2018-01-06 08:00:00,0.0,6.2,69,1011.4
2018-01-06 09:00:00,0.0,6.1,69,1013.2
2018-01-06 10:00:00,0.0,6.3,71,1014.6
2018-01-06 11:00:00,0.0,6.1,68,1015.9
2018-01-06 12:00:00,0.0,6.4,64,1016.7
2018-01-06 13:00:00,0.0,6.2,65,1017.7
2018-01-06 14:00:00,0.0,6.4,60,1018.8
2018-01-06 15:00:00,0.0,6.0,61,1020.0
2018-01-06 16:00:00,0.0,5.7,60,1021.0
2018-01-06 17:00:00,0.0,5.2,62,1022.0
2018-01-06 18:00:00,0.0,5.5,63,1023.3
2018-01-06 19:00:00,0.0,5.0,65,1024.2
2018-01-06 20:00:00,0.0,4.7,66,1025.1
2018-01-06 21:00:00,0.0,4.6,72,1026.3
2018-01-06 22:00:00,0.0,4.1,72,1026.8
2018-01-06 23:00:00,0.0,4.0,77,1027.4
2018-01-07 00:00:00,0.0,4.1,77,1027.9
2018-01-07 01:00:00,0.0,3.7,82,1028.1
2018-01-07 02:00:00,0.0,2.7,86,1028.8
2018-01-07 03:00:00,0.0,1.7,92,1028.8
2018-01-07 04:00:00,0.0,1.2,92,1029.1
2018-01-07 05:00:00,0.0,0.7,93,1029.4
2018-01-07 06:00:00,0.0,0.9,89,1029.9
2018-01-07 07:00:00,0.0,1.4,87,1030.1
2018-01-07 08:00:00,0.0,4.3,69,1030.9
2018-01-07 09:00:00,0.0,4.9,64,1031.5
2018-01-07 10:00:00,0.0,5.2,62,1031.9
2018-01-07 11:00:00,0.0,6.0,60,1031.7
2018-01-07 12:00:00,0.0,6.1,58,1031.1
2018-01-07 13:00:00,0.0,6.5,57,1030.4
2018-01-07 14:00:00,0.0,5.5,58,1030.0
2018-01-07 15:00:00,0.0,5.5,59,1029.7
2018-01-07 16:00:00,0.0,5.0,59,1029.2
2018-01-07 17:00:00,0.0,4.2,59,1029.0
2018-01-07 18:00:00,0.0,3.7,64,1029.2
2018-01-07 19:00:00,0.0,3.3,67,1029.0
2018-01-07 20:00:00,0.0,3.7,62,1028.8
2018-01-07 21:00:00,0.0,3.7,54,1028.4
2018-01-07 22:00:00,0.0,3.3,57,1028.1
2018-01-07 23:00:00,0.0,3.3,59,1027.5
2018-01-08 00:00:00,0.0,3.1,58,1027.0
2018-01-08 01:00:00,0.0,2.8,60,1026.4
2018-01-08 02:00:00,0.0,1.9,65,1026.2
2018-01-08 03:00:00,0.0,2.8,62,1025.7
2018-01-08 04:00:00,0.0,2.5,57,1025.2
2018-01-08 05:00:00,0.0,1.5,59,1024.9
2018-01-08 06:00:00,0.0,-1.0,72,1024.5
2018-01-08 07:00:00,0.0,-2.8,85,1024.0
2018-01-08 08:00:00,0.0,-2.5,89,1023.6
2018-01-08 09:00:00,0.0,-2.7,88,1023.5
2018-01-08 10:00:00,0.0,-0.1,74,1022.6
2018-01-08 11:00:00,0.0,5.4,50,1021.9
2018-01-08 12:00:00,0.0,5.4,56,1021.1
2018-01-08 13:00:00,0.0,5.2,67,1019.8
2018-01-08 14:00:00,0.0,5.0,68,1018.7
2018-01-08 15:00:00,0.0,4.0,72,1018.3
2018-01-08 16:00:00,0.0,3.9,75,1017.9
2018-01-08 17:00:00,0.0,3.7,79,1017.1
2018-01-08 18:00:00,0.0,3.9,80,1016.1
2018-01-08 19:00:00,0.0,3.9,81,1015.6
2018-01-08 20:00:00,0.0,4.0,83,1014.6
2018-01-08 21:00:00,0.0,4.1,83,1013.6
2018-01-08 22:00:00,0.0,4.2,85,1012.0
2018-01-08 23:00:00,0.0,4.1,87,1011.0
2018-01-09 00:00:00,0.0,4.2,87,1010.3
2018-01-09 01:00:00,0.0,4.2,86,1009.1
2018-01-09 02:00:00,0.0,4.2,86,1008.5
2018-01-09 03:00:00,0.0,4.0,87,1007.6
2018-01-09 04:00:00,0.0,4.4,89,1006.5
2018-01-09 05:00:00,0.0,4.9,90,1005.8
2018-01-09 06:00:00,0.0,5.4,88,1004.6
2018-01-09 07:00:00,0.0,5.2,90,1003.7
2018-01-09 08:00:00,0.0,5.3,89,1002.5
2018-01-09 09:00:00,0.0,5.4,92,1002.4
2018-01-09 10:00:00,0.0,5.2,93,1001.5
2018-01-09 11:00:00,0.1,5.4,93,1000.4
2018-01-09 12:00:00,0.1,5.7,94,999.1
2018-01-09 13:00:00,0.0,6.3,92,997.5
2018-01-09 14:00:00,0.0,7.0,89,996.4
2018-01-09 15:00:00,0.0,7.2,91,995.4
2018-01-09 16:00:00,0.1,7.4,91,994.9
2018-01-09 17:00:00,0.1,7.6,91,994.5
2018-01-09 18:00:00,0.1,7.8,92,994.1
2018-01-09 19:00:00,0.4,8.0,92,994.2
2018-01-09 20:00:00,0.0,8.2,86,994.7
2018-01-09 21:00:00,0.0,7.3,90,995.9
2018-01-09 22:00:00,0.0,6.0,91,996.7
2018-01-09 23:00:00,0.0,6.1,91,997.6
2018-01-10 00:00:00,0.0,5.8,90,998.4
2018-01-10 01:00:00,0.0,3.5,93,998.7
2018-01-10 02:00:00,0.0,2.3,96,999.2
2018-01-10 03:00:00,0.0,2.5,97,999.9
2018-01-10 04:00:00,0.0,2.1,97,1000.3
2018-01-10 05:00:00,0.0,2.9,97,1000.9
2018-01-10 06:00:00,0.1,3.2,97,1001.4
2018-01-10 07:00:00,0.0,2.6,96,1001.8
2018-01-10 08:00:00,0.0,2.4,97,1002.1
2018-01-10 09:00:00,0.0,0.9,97,1002.7
2018-01-10 10:00:00,0.0,1.3,98,1003.2
2018-01-10 11:00:00,0.0,4.2,97,1003.9
2018-01-10 12:00:00,0.0,6.4,90,1003.8
2018-01-10 13:00:00,0.0,6.4,88,1003.5
2018-01-10 14:00:00,0.0,6.9,85,1003.6
2018-01-10 15:00:00,0.0,6.7,87,1004.1
2018-01-10 16:00:00,0.0,5.1,95,1004.7
2018-01-10 17:00:00,0.0,4.3,96,1005.5
2018-01-10 18:00:00,0.0,4.4,97,1006.3
2018-01-10 19:00:00,0.0,4.9,97,1007.2
2018-01-10 20:00:00,0.0,4.2,97,1008.1
2018-01-10 21:00:00,0.0,3.6,96,1009.2
2018-01-10 22:00:00,0.0,4.1,98,1010.0
2018-01-10 23:00:00,0.0,5.2,97,1010.8
2018-01-11 00:00:00,0.0,4.7,98,1011.7
2018-01-11 01:00:00,0.0,4.6,98,1013.0
2018-01-11 02:00:00,0.0,4.7,97,1014.1
2018-01-11 03:00:00,0.0,4.2,96,1015.0
2018-01-11 04:00:00,0.0,4.2,96,1016.2
2018-01-11 05:00:00,0.0,3.2,96,1017.1
2018-01-11 06:00:00,0.0,1.7,97,1018.2
2018-01-11 07:00:00,0.0,2.2,97,1019.4
2018-01-11 08:00:00,0.0,2.0,96,1020.4
2018-01-11 09:00:00,0.0,1.0,97,1021.1
2018-01-11 10:00:00,0.0,1.3,97,1021.6
2018-01-11 11:00:00,0.0,2.5,96,1022.7
2018-01-11 12:00:00,0.0,3.5,95,1022.7
2018-01-11 13:00:00,0.0,4.1,93,1023.4
2018-01-11 14:00:00,0.0,3.9,93,1023.5
2018-01-11 15:00:00,0.0,3.0,96,1023.6
2018-01-11 16:00:00,0.0,2.8,97,1023.5
2018-01-11 17:00:00,0.0,2.7,97,1024.2
2018-01-11 18:00:00,0.0,1.8,97,1024.8
2018-01-11 19:00:00,0.0,1.3,97,1025.5
2018-01-11 20:00:00,0.0,1.1,98,1024.9
2018-01-11 21:00:00,0.0,0.2,98,1025.0
2018-01-11 22:00:00,0.0,-0.5,97,1025.0
2018-01-11 23:00:00,0.0,-0.7,97,1025.0
2018-01-12 00:00:00,0.0,-1.2,97,1024.8
2018-01-12 01:00:00,0.0,-1.6,97,1024.7
2018-01-12 02:00:00,0.0,-2.0,96,1023.8
2018-01-12 03:00:00,0.0,-1.1,97,1023.0
2018-01-12 04:00:00,0.0,1.0,97,1022.4
2018-01-12 05:00:00,0.0,-0.3,97,1022.2
2018-01-12 06:00:00,0.0,-0.5,97,1021.7
2018-01-12 07:00:00,0.0,0.2,96,1021.5
2018-01-12 08:00:00,0.0,0.3,97,1021.1
2018-01-12 09:00:00,0.0,1.2,96,1020.9
2018-01-12 10:00:00,0.0,4.8,89,1020.5
2018-01-12 11:00:00,0.0,8.0,70,1019.8
2018-01-12 12:00:00,0.0,8.0,70,1019.5
2018-01-12 13:00:00,0.0,8.4,67,1018.5
2018-01-12 14:00:00,0.0,8.2,71,1017.5
2018-01-12 15:00:00,0.0,8.1,72,1017.1
2018-01-12 16:00:00,0.0,8.3,71,1016.5
2018-01-12 17:00:00,0.0,8.2,73,1016.3
2018-01-12 18:00:00,0.0,8.3,76,1015.6
2018-01-12 19:00:00,0.0,8.3,80,1015.6
2018-01-12 20:00:00,0.0,8.4,78,1014.4
2018-01-12 21:00:00,0.0,8.5,77,1014.8
2018-01-12 22:00:00,0.0,8.3,81,1014.1
2018-01-12 23:00:00,0.0,8.1,83,1013.5
2018-01-13 00:00:00,0.0,8.4,80,1013.0
2018-01-13 01:00:00,0.0,7.8,86,1012.2
2018-01-13 02:00:00,0.0,8.0,83,1011.3
2018-01-13 03:00:00,0.0,8.2,81,1010.6
2018-01-13 04:00:00,0.0,8.0,82,1010.1
2018-01-13 05:00:00,0.0,7.7,83,1009.8
2018-01-13 06:00:00,0.0,7.4,84,1009.1
2018-01-13 07:00:00,0.0,7.4,85,1008.9
2018-01-13 08:00:00,0.0,7.4,86,1008.7
2018-01-13 09:00:00,0.0,7.1,88,1009.6
2018-01-13 10:00:00,0.0,7.4,88,1009.9
2018-01-13 11:00:00,0.0,7.7,88,1010.5
2018-01-13 12:00:00,0.0,8.5,81,1010.3
2018-01-13 13:00:00,0.0,8.7,82,1010.2
2018-01-13 14:00:00,0.0,8.7,83,1010.3
2018-01-13 15:00:00,0.0,8.0,88,1010.5
2018-01-13 16:00:00,0.0,8.0,89,1010.7
2018-01-13 17:00:00,0.0,8.0,90,1011.3
2018-01-13 18:00:00,0.0,7.6,91,1011.9
2018-01-13 19:00:00,0.0,6.4,94,1012.5
2018-01-13 20:00:00,0.0,5.3,94,1013.1
2018-01-13 21:00:00,0.0,5.8,95,1013.8
2018-01-13 22:00:00,0.0,5.2,96,1014.2
2018-01-13 23:00:00,0.0,5.6,96,1014.5
2018-01-14 00:00:00,0.0,5.0,96,1015.0
2018-01-14 01:00:00,0.0,2.9,95,1015.1
2018-01-14 02:00:00,0.0,1.9,97,1015.4
2018-01-14 03:00:00,0.0,1.3,97,1015.3
2018-01-14 04:00:00,0.0,0.8,96,1015.3
2018-01-14 05:00:00,0.0,1.4,97,1015.1
2018-01-14 06:00:00,0.0,1.8,96,1014.9
2018-01-14 07:00:00,0.0,1.0,96,1015.4
2018-01-14 08:00:00,0.0,-0.5,96,1015.1
2018-01-14 09:00:00,0.0,-0.7,96,1015.5
2018-01-14 10:00:00,0.0,0.1,97,1015.1
2018-01-14 11:00:00,0.0,4.7,94,1014.5
2018-01-14 12:00:00,0.0,7.6,80,1013.3
2018-01-14 13:00:00,0.0,8.0,77,1012.3
2018-01-14 14:00:00,0.0,8.4,70,1010.7
2018-01-14 15:00:00,0.0,8.4,70,1009.5
2018-01-14 16:00:00,0.0,8.4,77,1008.2
2018-01-14 17:00:00,0.0,8.4,80,1007.8
2018-01-14 18:00:00,0.3,7.5,85,1006.5
2018-01-14 19:00:00,0.2,7.8,85,1004.6
2018-01-14 20:00:00,0.0,8.4,85,1002.9
2018-01-14 21:00:00,0.1,8.5,88,1001.4
2018-01-14 22:00:00,0.5,8.9,89,1000.3
2018-01-14 23:00:00,0.3,9.2,91,999.1
2018-01-15 00:00:00,0.1,10.1,88,998.3
2018-01-15 01:00:00,0.3,9.7,93,997.1
2018-01-15 02:00:00,0.0,9.8,92,996.3
2018-01-15 03:00:00,0.3,9.5,94,995.8
2018-01-15 04:00:00,0.0,9.3,90,994.7
2018-01-15 05:00:00,0.0,9.4,87,993.7
2018-01-15 06:00:00,0.2,8.8,93,992.9
2018-01-15 07:00:00,0.2,8.8,92,992.7
2018-01-15 08:00:00,0.3,8.2,92,992.7
2018-01-15 09:00:00,0.1,7.5,89,992.7
2018-01-15 10:00:00,0.0,7.5,87,993.5
2018-01-15 11:00:00,0.0,7.6,81,994.0
2018-01-15 12:00:00,0.0,7.0,84,993.9
2018-01-15 13:00:00,0.0,7.4,76,993.3
2018-01-15 14:00:00,0.0,7.6,72,992.6
2018-01-15 15:00:00,0.0,6.7,78,992.8
2018-01-15 16:00:00,0.4,5.0,88,992.9
2018-01-15 17:00:00,0.1,5.3,84,992.7
2018-01-15 18:00:00,0.0,5.5,82,992.2
2018-01-15 19:00:00,0.2,5.2,81,991.9
2018-01-15 20:00:00,0.0,5.0,82,991.6
2018-01-15 21:00:00,0.1,5.0,82,991.6
2018-01-15 22:00:00,0.0,5.1,81,991.3
2018-01-15 23:00:00,0.2,3.5,86,992.0
2018-01-16 00:00:00,0.0,3.7,85,992.3
2018-01-16 01:00:00,0.0,3.8,82,992.3
2018-01-16 02:00:00,0.2,2.8,87,992.7
2018-01-16 03:00:00,0.1,2.9,86,992.8
2018-01-16 04:00:00,0.0,2.9,84,993.0
2018-01-16 05:00:00,0.0,2.4,86,992.9
2018-01-16 06:00:00,0.0,1.9,88,993.2
2018-01-16 07:00:00,0.0,2.1,84,993.8
2018-01-16 08:00:00,0.0,1.8,85,994.1
2018-01-16 09:00:00,0.0,2.2,84,994.0
2018-01-16 10:00:00,0.1,2.7,81,993.8
2018-01-16 11:00:00,0.0,3.1,83,993.8
2018-01-16 12:00:00,0.3,2.8,88,993.2
2018-01-16 13:00:00,0.1,2.6,89,992.7
2018-01-16 14:00:00,0.6,1.3,93,992.3
2018-01-16 15:00:00,0.0,2.1,88,991.7
2018-01-16 16:00:00,0.0,1.8,90,991.5
2018-01-16 17:00:00,0.4,0.9,92,991.8
2018-01-16 18:00:00,0.6,0.6,93,991.4
2018-01-16 19:00:00,0.0,0.7,90,992.1
2018-01-16 20:00:00,0.1,0.7,92,992.1
2018-01-16 21:00:00,0.2,0.5,90,992.8
2018-01-16 22:00:00,0.1,0.6,87,993.7
2018-01-16 23:00:00,0.3,0.4,93,995.0
2018-01-17 00:00:00,0.5,0.7,90,995.9
2018-01-17 01:00:00,0.2,0.8,89,997.0
2018-01-17 02:00:00,0.0,1.3,86,998.6
2018-01-17 03:00:00,0.3,1.6,88,999.9
2018-01-17 04:00:00,0.2,1.6,89,1001.2
2018-01-17 05:00:00,0.0,2.0,86,1002.6
2018-01-17 06:00:00,0.0,1.8,86,1003.8
2018-01-17 07:00:00,0.0,1.5,88,1004.6
2018-01-17 08:00:00,0.0,1.9,84,1005.1
2018-01-17 09:00:00,0.0,1.8,84,1005.9
2018-01-17 10:00:00,0.0,2.6,81,1006.4
2018-01-17 11:00:00,0.0,3.6,79,1006.8
2018-01-17 12:00:00,0.0,4.2,77,1006.9
2018-01-17 13:00:00,0.0,5.3,72,1006.3
2018-01-17 14:00:00,0.0,5.2,74,1005.7
2018-01-17 15:00:00,0.0,5.1,80,1005.4
2018-01-17 16:00:00,0.0,4.9,78,1004.2
2018-01-17 17:00:00,0.0,4.9,81,1002.9
2018-01-17 18:00:00,0.3,4.6,84,1000.9
2018-01-17 19:00:00,1.6,3.7,91,997.9
2018-01-17 20:00:00,0.8,3.5,93,993.4
2018-01-17 21:00:00,0.3,8.0,92,989.1
2018-01-17 22:00:00,0.3,9.9,87,986.9
2018-01-17 23:00:00,0.2,9.7,87,986.4
2018-01-18 00:00:00,0.0,9.6,76,986.1
2018-01-18 01:00:00,0.0,7.5,75,989.5
2018-01-18 02:00:00,0.0,4.1,80,994.0
2018-01-18 03:00:00,0.0,3.7,85,996.5
2018-01-18 04:00:00,0.0,4.5,85,997.2
2018-01-18 05:00:00,0.0,4.4,84,998.0
2018-01-18 06:00:00,0.0,4.2,84,998.7
2018-01-18 07:00:00,0.0,3.2,89,999.4
2018-01-18 08:00:00,0.0,3.9,86,999.7
2018-01-18 09:00:00,0.0,3.9,84,1000.0
2018-01-18 10:00:00,0.0,4.4,84,1000.6
2018-01-18 11:00:00,0.0,4.9,80,1001.2
2018-01-18 12:00:00,0.0,4.9,78,1001.5
2018-01-18 13:00:00,0.0,4.7,76,1001.8
2018-01-18 14:00:00,0.0,5.4,72,1002.2
2018-01-18 15:00:00,0.0,4.8,73,1002.7
2018-01-18 16:00:00,0.0,4.7,72,1003.2
2018-01-18 17:00:00,0.0,3.7,78,1004.0
2018-01-18 18:00:00,0.0,3.1,82,1004.6
2018-01-18 19:00:00,0.0,2.3,86,1004.9
2018-01-18 20:00:00,0.0,2.2,86,1005.2
2018-01-18 21:00:00,0.0,1.6,87,1005.6
2018-01-18 22:00:00,0.0,1.3,88,1005.5
2018-01-18 23:00:00,0.0,1.1,88,1005.8
2018-01-19 00:00:00,0.0,1.1,87,1006.0
2018-01-19 01:00:00,0.0,1.3,88,1006.1
2018-01-19 02:00:00,0.0,1.2,88,1006.2
2018-01-19 03:00:00,0.0,1.5,88,1006.5
2018-01-19 04:00:00,0.0,1.2,86,1006.6
2018-01-19 05:00:00,0.0,0.9,88,1006.3
2018-01-19 06:00:00,0.0,1.0,88,1006.5
2018-01-19 07:00:00,0.0,1.0,87,1006.4
2018-01-19 08:00:00,0.0,1.5,86,1006.7
2018-01-19 09:00:00,0.0,1.6,88,1007.0
2018-01-19 10:00:00,0.0,2.0,85,1007.2
2018-01-19 11:00:00,0.0,2.8,81,1007.4
2018-01-19 12:00:00,0.0,3.6,80,1006.9
2018-01-19 13:00:00,0.0,4.1,78,1007.0
2018-01-19 14:00:00,0.0,4.3,75,1006.7
2018-01-19 15:00:00,0.0,4.5,77,1006.7
2018-01-19 16:00:00,0.0,3.8,78,1006.6
2018-01-19 17:00:00,0.0,3.2,84,1006.5
2018-01-19 18:00:00,0.0,3.0,84,1007.0
2018-01-19 19:00:00,0.0,2.6,83,1006.9
2018-01-19 20:00:00,0.0,2.4,82,1006.5
2018-01-19 21:00:00,0.0,2.6,84,1006.2
2018-01-19 22:00:00,0.0,2.7,84,1005.7
2018-01-19 23:00:00,0.0,2.6,83,1004.9
2018-01-20 00:00:00,0.0,2.1,87,1004.3
2018-01-20 01:00:00,0.0,3.2,84,1003.1
2018-01-20 02:00:00,0.0,3.4,84,1002.3
2018-01-20 03:00:00,0.0,3.1,86,1001.4
2018-01-20 04:00:00,0.0,2.9,90,1000.6
2018-01-20 05:00:00,0.4,2.8,94,1000.2
2018-01-20 06:00:00,0.4,2.6,95,999.2
2018-01-20 07:00:00,0.3,2.5,96,998.8
2018-01-20 08:00:00,1.0,2.8,95,997.9
2018-01-20 09:00:00,0.7,2.9,96,998.2
2018-01-20 10:00:00,2.4,3.2,95,998.0
2018-01-20 11:00:00,1.5,3.3,94,998.1
2018-01-20 12:00:00,1.0,3.7,94,997.9
2018-01-20 13:00:00,0.2,4.2,95,998.7
2018-01-20 14:00:00,0.5,4.3,94,1000.5
2018-01-20 15:00:00,0.1,4.3,94,1002.1
2018-01-20 16:00:00,0.1,4.4,95,1003.8
2018-01-20 17:00:00,0.1,4.4,95,1005.9
2018-01-20 18:00:00,0.2,4.0,96,1007.3
2018-01-20 19:00:00,0.0,3.0,95,1008.6
2018-01-20 20:00:00,0.0,1.0,95,1009.5
2018-01-20 21:00:00,0.0,0.9,96,1010.4
2018-01-20 22:00:00,0.0,1.9,97,1011.1
2018-01-20 23:00:00,0.0,2.0,97,1011.2
2018-01-21 00:00:00,0.0,2.0,97,1011.1
2018-01-21 01:00:00,0.4,2.5,97,1010.9
2018-01-21 02:00:00,1.0,3.6,96,1010.3
2018-01-21 03:00:00,0.3,4.3,93,1009.7
2018-01-21 04:00:00,1.5,4.5,94,1008.8
2018-01-21 05:00:00,2.0,4.9,95,1007.6
2018-01-21 06:00:00,2.3,5.4,94,1006.2
2018-01-21 07:00:00,1.2,6.0,95,1005.0
2018-01-21 08:00:00,2.1,6.5,95,1004.2
2018-01-21 09:00:00,1.8,6.8,96,1004.2
2018-01-21 10:00:00,1.8,8.0,97,1003.6
2018-01-21 11:00:00,1.1,10.7,96,1002.7
2018-01-21 12:00:00,0.3,11.2,94,1002.4
2018-01-21 13:00:00,1.9,11.7,94,1002.0
2018-01-21 14:00:00,0.2,12.2,92,1001.3
2018-01-21 15:00:00,0.0,12.4,92,1000.6
2018-01-21 16:00:00,0.0,11.2,84,1001.2
2018-01-21 17:00:00,0.0,10.8,76,1001.9
2018-01-21 18:00:00,0.0,9.5,79,1003.0
2018-01-21 19:00:00,0.0,9.1,75,1004.1
2018-01-21 20:00:00,0.0,8.7,74,1004.2
2018-01-21 21:00:00,0.0,8.6,78,1005.1
2018-01-21 22:00:00,0.0,8.4,76,1005.4
2018-01-21 23:00:00,0.0,7.9,78,1005.6
2018-01-22 00:00:00,0.0,8.2,77,1005.2
